userId|movieId|rating
431|1|3.0
434|1|1.0
435|1|5.0
436|1|4.0
437|1|4.0
439|1|4.5
440|1|3.5
446|1|4.0
447|1|5.0
449|1|4.5
459|1|4.0
461|1|2.0
462|1|3.5
464|1|3.0
468|1|5.0
469|1|4.5
472|1|3.0
477|1|5.0
484|1|5.0
494|1|3.5
495|1|4.0
497|1|4.0
501|1|2.5
502|1|4.0
506|1|3.0
508|1|4.0
512|1|3.5
513|1|5.0
515|1|3.0
516|1|3.0
519|1|4.5
521|1|3.5
525|1|3.0
526|1|1.0
527|1|3.0
531|1|4.0
537|1|5.0
540|1|5.0
541|1|5.0
543|1|4.0
548|1|4.5
549|1|3.5
551|1|5.0
553|1|5.0
559|1|3.0
561|1|5.0
567|1|4.5
572|1|4.0
573|1|4.5
580|1|4.0
581|1|4.0
582|1|5.0
589|1|3.5
592|1|4.0
593|1|4.5
597|1|4.0
598|1|1.0
601|1|4.0
605|1|3.5
606|1|4.0
607|1|4.5
609|1|5.0
610|1|3.0
611|1|5.0
613|1|3.5
623|1|5.0
624|1|5.0
626|1|4.5
627|1|4.0
628|1|4.5
630|1|3.5
631|1|5.0
634|1|2.0
636|1|4.0
637|1|3.0
638|1|4.0
644|1|5.0
646|1|1.5
647|1|3.5
649|1|4.0
653|1|5.0
654|1|5.0
658|1|3.5
663|1|3.0
664|1|2.0
670|1|5.0
672|1|3.0
675|1|3.5
676|1|4.0
680|1|4.0
683|1|5.0
686|1|5.0
694|1|5.0
695|1|4.0
697|1|5.0
700|1|4.0
702|1|4.5
705|1|4.0
707|1|3.0
709|1|5.0
712|1|2.5
714|1|3.0
722|1|4.0
723|1|3.5
726|1|3.0
727|1|4.5
728|1|3.0
732|1|4.0
733|1|5.0
736|1|4.0
738|1|3.5
741|1|5.0
746|1|4.0
749|1|5.0
752|1|5.0
756|1|3.0
757|1|3.0
764|1|3.0
765|1|5.0
768|1|5.0
770|1|4.0
772|1|4.0
773|1|5.0
775|1|3.5
785|1|5.0
788|1|4.0
791|1|4.5
793|1|5.0
795|1|4.0
796|1|5.0
798|1|4.0
803|1|5.0
805|1|5.0
807|1|5.0
809|1|4.0
811|1|5.0
815|1|3.5
818|1|3.0
821|1|4.0
828|1|3.0
830|1|5.0
833|1|4.0
834|1|5.0
835|1|3.0
836|1|4.0
837|1|0.5
838|1|3.0
839|1|4.5
840|1|3.0
844|1|4.0
845|1|4.0
847|1|4.0
848|1|4.5
854|1|4.0
856|1|5.0
857|1|2.5
858|1|4.0
859|1|4.0
860|1|3.0
862|1|2.0
872|1|3.0
875|1|3.0
876|1|3.5
877|1|2.5
886|1|4.0
888|1|3.0
889|1|3.0
891|1|4.0
892|1|4.0
893|1|4.0
894|1|2.5
896|1|4.5
901|1|4.0
904|1|5.0
905|1|5.0
907|1|4.0
909|1|4.0
910|1|4.0
911|1|5.0
914|1|4.0
917|1|3.0
919|1|4.0
922|1|2.0
924|1|3.5
926|1|3.0
927|1|5.0
935|1|4.0
939|1|4.0
941|1|4.0
942|1|3.0
944|1|3.5
947|1|5.0
950|1|5.0
951|1|1.5
956|1|5.0
958|1|4.0
964|1|4.0
966|1|5.0
968|1|3.0
969|1|5.0
972|1|4.0
976|1|4.0
979|1|4.0
983|1|2.5
984|1|3.0
986|1|5.0
995|1|4.0
997|1|4.5
1001|1|3.5
1007|1|5.0
1009|1|4.0
1010|1|5.0
1012|1|3.5
1013|1|5.0
1014|1|3.5
1015|1|4.0
1016|1|3.0
1020|1|3.5
1025|1|4.0
1026|1|3.0
1033|1|2.5
1036|1|5.0
1038|1|4.5
1040|1|3.0
1042|1|4.5
1046|1|4.0
1052|1|3.0
1062|1|3.5
1065|1|5.0
1067|1|3.0
1072|1|2.5
1076|1|3.0
1078|1|4.0
1079|1|5.0
1089|1|3.0
1092|1|5.0
1095|1|4.0
1096|1|5.0
1101|1|5.0
1106|1|3.5
1107|1|3.5
1112|1|3.5
1118|1|5.0
1120|1|4.0
1121|1|4.0
1123|1|5.0
1126|1|3.5
1131|1|4.5
1132|1|4.0
1133|1|3.0
1137|1|2.0
1138|1|5.0
1139|1|3.5
1140|1|5.0
1141|1|5.0
1143|1|5.0
1146|1|5.0
1147|1|3.0
1150|1|5.0
1156|1|4.0
1159|1|4.5
1163|1|4.0
1166|1|4.5
1167|1|5.0
1168|1|4.0
1169|1|5.0
1171|1|5.0
1173|1|4.0
1175|1|4.0
1176|1|5.0
1177|1|4.0
1178|1|4.0
1179|1|5.0
1180|1|4.0
1185|1|3.0
1187|1|3.0
1192|1|5.0
1196|1|4.5
1198|1|5.0
1199|1|5.0
1200|1|5.0
1203|1|3.0
1208|1|4.0
1222|1|4.0
1228|1|5.0
1229|1|4.0
1230|1|5.0
1232|1|4.5
1236|1|3.0
1240|1|5.0
1242|1|4.5
1244|1|4.0
1245|1|4.0
1253|1|4.0
1254|1|4.0
1260|1|3.0
1265|1|4.0
1268|1|5.0
1273|1|5.0
1275|1|3.0
1279|1|4.5
1283|1|4.0
1290|1|4.0
1295|1|4.0
1298|1|4.0
1303|1|3.0
1304|1|5.0
1305|1|5.0
1306|1|4.0
1307|1|4.0
1313|1|5.0
1317|1|3.0
1320|1|4.0
1323|1|2.0
1328|1|3.5
1329|1|4.0
1330|1|4.5
1331|1|4.0
1334|1|5.0
1335|1|3.5
1336|1|5.0
1337|1|4.0
1338|1|3.5
1339|1|3.0
1340|1|3.0
1342|1|2.5
1343|1|3.0
1344|1|5.0
1347|1|4.5
1355|1|3.5
1356|1|4.0
1359|1|4.0
1361|1|2.5
1365|1|4.0
1367|1|3.5
1378|1|5.0
1382|1|3.0
1386|1|4.5
1387|1|4.0
1393|1|4.0
1395|1|5.0
1396|1|4.0
1397|1|5.0
1398|1|5.0
1399|1|4.0
1401|1|4.5
1402|1|4.0
1404|1|4.0
1409|1|4.0
1418|1|4.0
1422|1|5.0
1429|1|3.5
1430|1|4.5
1433|1|4.0
1436|1|4.0
1437|1|4.0
1445|1|5.0
1446|1|2.5
1448|1|5.0
1452|1|4.0
1453|1|3.5
1454|1|3.0
1456|1|3.5
1463|1|4.5
1468|1|3.5
1470|1|3.5
1475|1|4.5
1476|1|5.0
1477|1|5.0
1478|1|5.0
1480|1|5.0
1481|1|2.0
1482|1|3.5
1484|1|0.5
1488|1|4.5
1494|1|5.0
1496|1|4.0
1498|1|4.0
1502|1|5.0
1503|1|2.0
1510|1|5.0
1524|1|1.0
1525|1|4.0
1527|1|5.0
1528|1|3.5
1533|1|4.0
1535|1|2.5
1536|1|4.0
1537|1|3.0
1540|1|5.0
1541|1|4.0
1543|1|3.0
1544|1|4.0
1548|1|5.0
1549|1|4.0
1551|1|3.0
1553|1|3.0
1555|1|4.5
1557|1|3.0
1558|1|5.0
1560|1|5.0
1561|1|3.5
1567|1|3.0
1569|1|5.0
1570|1|3.0
1573|1|4.5
1578|1|4.0
1583|1|4.5
1585|1|5.0
1586|1|4.5
1589|1|4.0
1592|1|4.0
1593|1|4.0
1595|1|4.0
1600|1|4.5
1601|1|4.0
1603|1|2.0
1604|1|4.0
1607|1|4.0
1609|1|4.0
1610|1|5.0
1612|1|4.0
1616|1|1.0
1622|1|3.0
1624|1|4.0
1626|1|3.0
1628|1|3.0
1632|1|3.5
1635|1|5.0
1637|1|1.0
1638|1|1.5
1639|1|4.5
1643|1|4.0
1644|1|3.5
1645|1|4.0
1646|1|4.0
1652|1|5.0
1653|1|5.0
1654|1|4.5
1661|1|4.0
1662|1|4.5
1666|1|3.0
1672|1|4.0
1676|1|5.0
1678|1|2.5
1679|1|2.0
1681|1|5.0
1684|1|4.0
1686|1|4.0
1687|1|5.0
1688|1|3.0
1693|1|4.5
1696|1|5.0
1699|1|3.0
1704|1|4.0
1707|1|4.0
1709|1|3.5
1710|1|3.0
1711|1|2.5
1717|1|4.0
1720|1|5.0
1722|1|4.0
1727|1|3.0
1729|1|4.0
1732|1|5.0
1739|1|4.0
1740|1|3.0
1742|1|2.0
1743|1|4.0
1745|1|4.0
1746|1|5.0
1748|1|4.5
1752|1|5.0
1754|1|3.0
1755|1|4.5
1757|1|4.0
1758|1|4.5
1766|1|3.0
1768|1|4.0
1770|1|4.0
1772|1|4.0
1774|1|2.0
1775|1|5.0
1777|1|4.5
1778|1|3.5
1780|1|4.0
1785|1|4.0
1788|1|1.5
1791|1|0.5
1792|1|4.0
1796|1|5.0
1803|1|4.0
1805|1|5.0
1806|1|4.0
1810|1|3.0
1812|1|4.0
1814|1|4.5
1822|1|5.0
1824|1|3.5
1827|1|3.0
1829|1|5.0
1831|1|5.0
1832|1|4.0
1833|1|4.0
1837|1|4.0
1838|1|3.5
1840|1|5.0
1842|1|4.0
1844|1|3.0
1845|1|5.0
1847|1|3.0
1852|1|5.0
1855|1|3.0
1857|1|4.5
1862|1|3.0
1865|1|4.0
1866|1|1.0
1867|1|4.0
1871|1|5.0
1872|1|4.0
1877|1|5.0
1881|1|5.0
1883|1|4.0
1887|1|5.0
1889|1|2.0
1891|1|5.0
1894|1|4.0
1899|1|2.0
1905|1|3.5
1908|1|5.0
1909|1|4.0
1911|1|4.5
1913|1|4.0
1915|1|4.0
1920|1|3.5
1922|1|4.5
1923|1|4.0
1924|1|0.5
1928|1|4.5
1934|1|4.0
1935|1|4.0
1936|1|4.5
1938|1|4.5
1940|1|4.0
1944|1|3.5
1948|1|2.0
1949|1|4.0
1950|1|4.0
1956|1|4.5
1959|1|4.5
1973|1|4.5
1975|1|4.0
1977|1|4.5
1978|1|4.0
1989|1|4.5
1995|1|2.5
1996|1|4.0
1997|1|4.5
1998|1|4.0
2002|1|4.0
2006|1|3.0
2008|1|3.0
2012|1|4.0
2013|1|4.0
2020|1|5.0
2021|1|5.0
2023|1|3.0
2025|1|4.0
2028|1|3.0
2032|1|4.5
2034|1|3.0
2036|1|5.0
2038|1|4.0
2039|1|3.0
2040|1|5.0
2046|1|3.0
2047|1|3.0
2048|1|3.5
2054|1|3.5
2058|1|1.5
2062|1|3.0
2064|1|4.0
2067|1|4.0
2071|1|3.0
2079|1|2.5
2082|1|3.0
2084|1|4.0
2090|1|3.0
2092|1|4.0
2097|1|4.0
2098|1|5.0
2100|1|4.0
2101|1|5.0
2103|1|3.0
2104|1|4.0
2105|1|3.0
2106|1|5.0
2107|1|5.0
2108|1|4.0
2114|1|2.0
2115|1|4.0
2122|1|4.0
2125|1|2.0
2128|1|4.0
2129|1|4.0
2130|1|3.5
2136|1|5.0
2144|1|4.0
2149|1|5.0
2150|1|3.0
2151|1|3.0
2152|1|3.0
2153|1|4.5
2155|1|3.0
2158|1|5.0
2161|1|4.5
2164|1|4.5
2165|1|3.0
2171|1|2.0
2172|1|4.0
2173|1|2.0
2174|1|4.5
2177|1|4.0
2186|1|0.5
2190|1|2.5
2199|1|4.0
2200|1|4.5
2201|1|4.0
2204|1|3.0
2206|1|5.0
2210|1|3.5
2211|1|3.0
2217|1|4.0
2218|1|1.0
2219|1|4.0
2222|1|4.0
2226|1|4.0
2228|1|5.0
2229|1|3.5
2231|1|3.5
2233|1|3.5
2234|1|4.0
2236|1|3.5
2242|1|1.0
2243|1|4.0
2247|1|5.0
2250|1|4.0
2251|1|3.0
2255|1|4.0
2260|1|4.0
2261|1|4.0
2262|1|5.0
2266|1|3.0
2271|1|1.0
2277|1|4.5
2279|1|4.0
2282|1|4.0
2284|1|5.0
2287|1|3.0
2294|1|3.5
2297|1|4.0
2304|1|5.0
2310|1|5.0
2314|1|5.0
2315|1|4.0
2316|1|4.0
2317|1|5.0
2332|1|3.5
2333|1|4.0
2334|1|4.0
2335|1|4.0
2340|1|4.0
2341|1|4.0
2342|1|4.0
2344|1|4.0
2345|1|5.0
2346|1|5.0
2347|1|5.0
2349|1|4.0
2353|1|5.0
2358|1|5.0
2362|1|4.0
2363|1|4.5
2364|1|3.5
2369|1|3.0
2374|1|4.0
2376|1|5.0
2377|1|3.5
2378|1|4.5
2379|1|3.5
2380|1|3.0
2385|1|5.0
2389|1|4.0
2390|1|4.0
2393|1|3.0
2401|1|4.0
2402|1|3.0
2403|1|5.0
2404|1|4.0
2406|1|3.0
2407|1|5.0
2413|1|5.0
2419|1|4.0
2420|1|2.5
2421|1|5.0
2422|1|1.0
2424|1|4.0
2425|1|3.5
2428|1|5.0
2429|1|3.5
2431|1|4.0
2441|1|4.0
2443|1|4.0
2444|1|4.0
2445|1|5.0
2446|1|4.0
2449|1|2.5
2451|1|4.0
2454|1|3.0
2457|1|5.0
2460|1|3.0
2463|1|3.5
2464|1|4.0
2467|1|4.0
2469|1|5.0
2473|1|5.0
2474|1|3.0
2476|1|4.0
2479|1|3.0
2482|1|3.0
2483|1|4.0
2488|1|3.0
2492|1|4.0
2493|1|5.0
2495|1|4.0
2496|1|0.5
2500|1|5.0
2501|1|5.0
2509|1|4.0
2515|1|4.5
2517|1|4.0
2523|1|4.0
2525|1|4.0
2535|1|3.0
2539|1|3.0
2540|1|4.0
2550|1|4.0
2554|1|4.0
2555|1|5.0
2561|1|5.0
2562|1|5.0
2564|1|2.0
2565|1|5.0
2566|1|4.0
2569|1|5.0
2575|1|4.0
2576|1|3.0
2577|1|5.0
2581|1|3.5
2582|1|4.5
2586|1|4.0
2588|1|4.0
2590|1|2.0
2591|1|3.5
2592|1|3.0
2593|1|3.0
2594|1|3.0
2598|1|2.5
2601|1|5.0
2603|1|5.0
2604|1|5.0
2618|1|4.0
2620|1|5.0
2625|1|4.0
2627|1|4.0
2629|1|3.0
2630|1|3.5
2636|1|3.0
2638|1|4.0
2640|1|4.0
2646|1|5.0
2649|1|4.0
2653|1|3.5
2658|1|4.0
2660|1|3.0
2662|1|4.5
2663|1|3.5
2669|1|2.5
2671|1|3.0
2672|1|4.5
2673|1|4.0
2674|1|5.0
2679|1|3.5
2681|1|3.5
2687|1|4.5
2704|1|4.0
2709|1|4.0
2713|1|3.0
2714|1|4.0
2715|1|4.0
2719|1|4.0
2720|1|2.0
2728|1|5.0
2729|1|4.0
2735|1|4.0
2738|1|1.0
2752|1|3.0
2756|1|4.5
2758|1|4.5
2760|1|5.0
2762|1|4.5
2765|1|5.0
2766|1|5.0
2767|1|4.0
2768|1|4.0
2771|1|4.0
2774|1|2.5
2775|1|3.0
2778|1|3.0
2780|1|3.0
2783|1|3.0
2787|1|4.0
2788|1|4.0
2789|1|5.0
2793|1|4.0
2794|1|4.0
2798|1|5.0
2799|1|5.0
2801|1|4.0
2803|1|4.0
2806|1|4.0
2807|1|3.5
2808|1|3.0
2809|1|4.0
2811|1|5.0
2820|1|5.0
2821|1|4.5
2827|1|3.0
2834|1|4.5
2836|1|3.0
2838|1|4.5
2840|1|3.0
2841|1|4.5
2843|1|5.0
2845|1|5.0
2847|1|5.0
2850|1|4.0
2853|1|5.0
2854|1|4.0
2855|1|4.0
2856|1|4.0
2857|1|4.0
2858|1|4.0
2859|1|4.0
2861|1|3.0
2865|1|3.0
2870|1|2.5
2872|1|4.5
2874|1|5.0
2878|1|3.0
2883|1|2.5
2887|1|5.0
2888|1|3.0
2894|1|4.0
2900|1|4.0
2901|1|5.0
2906|1|3.0
2909|1|5.0
2913|1|4.0
2915|1|2.5
2916|1|1.0
2924|1|5.0
2932|1|3.5
2938|1|3.0
2946|1|4.0
2947|1|4.0
2951|1|4.0
2953|1|5.0
2954|1|4.0
2960|1|4.0
2962|1|4.0
2964|1|4.5
2965|1|4.0
2966|1|4.0
2972|1|4.0
2976|1|4.0
2977|1|5.0
2980|1|3.0
2981|1|4.0
2982|1|5.0
2987|1|5.0
2988|1|3.0
2990|1|4.5
2996|1|4.0
3001|1|3.0
3002|1|4.5
3009|1|5.0
3010|1|5.0
3012|1|4.0
3014|1|5.0
3015|1|5.0
3016|1|4.0
3021|1|5.0
3024|1|3.0
3025|1|5.0
3027|1|3.5
3028|1|4.5
3029|1|4.5
3030|1|3.0
3032|1|5.0
3033|1|3.5
3036|1|4.0
3041|1|3.0
3045|1|3.0
3048|1|5.0
3053|1|4.0
3055|1|1.0
3056|1|4.0
3062|1|4.5
3068|1|4.0
3069|1|2.0
3070|1|3.5
3078|1|2.0
3080|1|5.0
3082|1|4.0
3089|1|5.0
3092|1|4.0
3093|1|4.5
3099|1|4.0
3102|1|4.5
3105|1|4.0
3107|1|5.0
3108|1|4.0
3111|1|3.0
3112|1|4.0
3113|1|4.0
3120|1|3.0
3121|1|3.0
3123|1|4.0
3124|1|5.0
3125|1|4.5
3127|1|4.5
3128|1|4.0
3131|1|4.5
3137|1|3.0
3143|1|3.5
3146|1|5.0
3148|1|4.5
3150|1|3.0
3154|1|3.5
3159|1|4.0
3162|1|4.0
3164|1|5.0
3166|1|3.0
3169|1|5.0
3175|1|3.0
3180|1|4.0
3182|1|4.0
3186|1|4.0
3190|1|3.0
3194|1|5.0
3204|1|2.0
3212|1|5.0
3214|1|3.0
3218|1|5.0
3222|1|4.5
3225|1|2.5
3226|1|5.0
3238|1|3.0
3239|1|3.0
3243|1|1.5
3247|1|4.5
3248|1|5.0
3250|1|4.0
3252|1|4.0
3253|1|5.0
3256|1|4.0
3257|1|3.5
3259|1|3.0
3260|1|3.5
3266|1|5.0
3267|1|3.0
3270|1|4.0
3272|1|3.0
3274|1|5.0
3279|1|5.0
3283|1|5.0
3285|1|3.5
3287|1|2.0
3290|1|4.0
3296|1|4.5
3297|1|4.5
3302|1|1.5
3304|1|4.0
3309|1|4.0
3311|1|4.5
3323|1|4.0
3327|1|3.0
3329|1|5.0
3337|1|5.0
3338|1|4.0
3339|1|3.5
3341|1|4.0
3344|1|4.0
3350|1|4.0
3360|1|4.0
3362|1|3.0
3363|1|4.0
3367|1|3.5
3370|1|4.0
3373|1|4.5
3376|1|2.5
3379|1|3.0
3381|1|0.5
3382|1|2.0
3389|1|3.0
3394|1|4.0
3396|1|3.0
3397|1|3.5
3403|1|4.0
3406|1|2.0
3407|1|3.5
3410|1|4.0
3412|1|5.0
3414|1|3.5
3417|1|3.0
3418|1|3.0
3419|1|3.0
3420|1|4.0
3423|1|5.0
3428|1|4.5
3437|1|5.0
3442|1|4.0
3443|1|3.5
3445|1|4.0
3447|1|5.0
3448|1|3.0
3450|1|5.0
3452|1|3.0
3462|1|5.0
3463|1|4.0
3464|1|5.0
3467|1|5.0
3468|1|4.0
3474|1|3.5
3477|1|3.5
3478|1|5.0
3480|1|3.0
3482|1|4.0
3486|1|3.0
3487|1|3.0
3491|1|5.0
3497|1|4.0
3502|1|5.0
3503|1|3.5
3504|1|1.0
3505|1|4.0
3507|1|4.0
3508|1|2.0
3511|1|4.0
3516|1|3.5
3517|1|4.0
3518|1|4.0
3520|1|4.5
3522|1|4.0
3523|1|3.0
3525|1|3.0
3532|1|4.0
3533|1|5.0
3536|1|3.5
3537|1|4.5
3539|1|3.0
3544|1|5.0
3545|1|3.0
3548|1|4.0
3550|1|4.0
3551|1|5.0
3553|1|5.0
3554|1|4.0
3557|1|4.0
3561|1|5.0
3562|1|4.0
3563|1|4.0
3567|1|4.0
3569|1|3.0
3571|1|2.5
3573|1|5.0
3585|1|4.0
3589|1|5.0
3593|1|4.5
3600|1|2.5
3601|1|3.0
3602|1|4.0
3604|1|5.0
3607|1|5.0
3609|1|4.0
3612|1|1.0
3616|1|4.0
3619|1|4.0
3620|1|4.5
3622|1|4.0
3623|1|4.0
3624|1|5.0
3630|1|4.0
3637|1|4.0
3640|1|5.0
3641|1|5.0
3644|1|5.0
3648|1|2.5
3656|1|0.5
3657|1|5.0
3660|1|2.5
3664|1|3.5
3665|1|0.5
3667|1|4.0
3668|1|5.0
3670|1|5.0
3672|1|4.0
3676|1|3.0
3679|1|5.0
3680|1|4.5
3684|1|5.0
3685|1|3.5
3686|1|3.0
3690|1|5.0
3693|1|3.0
3696|1|3.0
3702|1|4.5
3703|1|5.0
3704|1|3.5
3707|1|5.0
3709|1|4.0
3715|1|4.5
3716|1|5.0
3717|1|5.0
3722|1|2.0
3723|1|4.0
3733|1|4.0
3734|1|5.0
3735|1|4.0
3736|1|0.5
3738|1|4.0
3739|1|5.0
3742|1|3.0
3743|1|5.0
3746|1|5.0
3747|1|3.0
3752|1|3.0
3754|1|4.0
3755|1|3.0
3756|1|5.0
3757|1|2.0
3758|1|3.5
3760|1|5.0
3768|1|5.0
3769|1|2.0
3772|1|5.0
3774|1|1.0
3777|1|5.0
3778|1|4.5
3780|1|3.0
3782|1|3.5
3783|1|5.0
3786|1|4.0
3787|1|3.0
3790|1|1.0
3794|1|3.5
3799|1|5.0
3804|1|4.0
3805|1|4.0
3806|1|4.5
3807|1|2.5
3809|1|4.0
3812|1|3.0
3813|1|1.5
3815|1|3.0
3819|1|4.0
3824|1|5.0
3828|1|4.0
3830|1|2.0
3832|1|3.5
3833|1|4.0
3834|1|3.0
3836|1|4.0
3838|1|5.0
3842|1|3.5
3843|1|5.0
3845|1|3.5
3846|1|3.5
3849|1|3.0
3850|1|4.0
3851|1|4.0
3854|1|4.0
3858|1|5.0
3861|1|4.0
3865|1|5.0
3866|1|3.0
3867|1|5.0
3868|1|4.5
3870|1|4.5
3872|1|4.0
3874|1|2.5
3880|1|3.0
3887|1|4.0
3889|1|5.0
3891|1|4.0
3892|1|4.0
3897|1|4.0
3900|1|4.0
3901|1|4.0
3905|1|5.0
3908|1|5.0
3910|1|1.0
3911|1|4.0
3912|1|5.0
3913|1|4.0
3917|1|3.5
3921|1|4.0
3924|1|3.0
3929|1|5.0
3930|1|3.0
3935|1|4.0
3937|1|4.0
3938|1|3.5
3939|1|2.0
3941|1|4.0
3944|1|4.5
3946|1|4.0
3948|1|3.5
3950|1|3.0
3951|1|4.0
3956|1|5.0
3959|1|0.5
3963|1|4.0
3965|1|4.5
3968|1|5.0
3970|1|3.0
3971|1|3.0
3973|1|3.5
3975|1|4.0
3976|1|3.5
3988|1|4.0
3989|1|3.5
3992|1|4.5
4001|1|3.0
4003|1|3.5
4004|1|4.0
4005|1|3.0
4006|1|5.0
4008|1|4.5
4010|1|4.0
4015|1|5.0
4016|1|3.5
4019|1|4.0
4020|1|3.0
4021|1|4.0
4023|1|4.0
4024|1|5.0
4029|1|3.0
4030|1|4.0
4031|1|3.0
4033|1|5.0
4038|1|5.0
4044|1|3.0
4045|1|4.5
4051|1|4.0
4052|1|3.0
4059|1|3.0
4060|1|3.0
4061|1|4.0
4062|1|4.5
4067|1|4.0
4071|1|4.0
4076|1|4.0
4086|1|4.0
4087|1|5.0
4094|1|3.0
4095|1|3.0
4096|1|2.5
4098|1|4.0
4101|1|4.0
4102|1|5.0
4103|1|2.0
4105|1|4.5
4111|1|5.0
4115|1|4.5
4116|1|5.0
4122|1|5.0
4124|1|4.0
4126|1|2.5
4127|1|5.0
4133|1|5.0
4138|1|4.5
4144|1|4.0
4145|1|4.0
4148|1|3.0
4149|1|3.5
4153|1|4.0
4156|1|4.0
4159|1|3.5
4162|1|2.0
4163|1|3.0
4164|1|4.5
4165|1|4.5
4166|1|4.0
4167|1|4.0
4172|1|2.0
4173|1|5.0
4177|1|5.0
4183|1|2.0
4189|1|3.0
4191|1|5.0
4194|1|3.0
4202|1|4.0
4205|1|3.5
4206|1|5.0
4210|1|3.0
4212|1|3.5
4214|1|4.0
4215|1|3.0
4216|1|4.0
4221|1|3.0
4224|1|5.0
4226|1|3.0
4230|1|2.5
4234|1|2.5
4235|1|4.0
4237|1|4.5
4238|1|2.0
4240|1|4.5
4243|1|0.5
4246|1|4.0
4247|1|5.0
4252|1|4.0
4254|1|4.0
4255|1|4.5
4260|1|5.0
4266|1|3.0
4268|1|5.0
4274|1|4.0
4275|1|5.0
4276|1|3.0
4277|1|3.5
4280|1|2.0
4282|1|4.0
4299|1|1.0
4310|1|2.0
4312|1|5.0
4316|1|2.5
4321|1|5.0
4323|1|4.0
4324|1|5.0
4326|1|4.0
4329|1|5.0
4330|1|5.0
4331|1|3.5
4332|1|5.0
4334|1|4.0
4335|1|4.0
4336|1|4.0
4346|1|4.0
4347|1|3.0
4348|1|4.0
4349|1|3.5
4353|1|5.0
4354|1|4.0
4355|1|5.0
4359|1|3.0
4360|1|4.0
4361|1|4.0
4364|1|4.5
4371|1|3.5
4375|1|3.5
4376|1|3.5
4377|1|5.0
4379|1|4.5
4383|1|1.5
4385|1|4.0
4387|1|3.0
4388|1|4.0
4389|1|4.0
4391|1|4.0
4393|1|4.0
4394|1|4.0
4395|1|4.0
4397|1|1.0
4399|1|4.0
4401|1|4.5
4402|1|4.0
4405|1|4.0
4410|1|4.0
4412|1|5.0
4420|1|4.0
4422|1|2.5
4425|1|4.0
4427|1|5.0
4428|1|5.0
4429|1|5.0
4430|1|2.5
4431|1|4.0
4435|1|5.0
4436|1|4.0
4440|1|4.0
4441|1|5.0
4442|1|4.5
4446|1|5.0
4450|1|3.5
4453|1|5.0
4457|1|4.5
4458|1|1.0
4459|1|3.0
4466|1|4.0
4467|1|4.0
4468|1|2.0
4472|1|2.5
4477|1|4.5
4478|1|4.5
4479|1|5.0
4480|1|4.0
4481|1|4.0
4483|1|4.0
4484|1|3.0
4487|1|3.0
4491|1|4.0
4493|1|2.0
4494|1|3.0
4496|1|4.0
4497|1|4.0
4501|1|4.5
4511|1|3.0
4519|1|1.0
4520|1|5.0
4532|1|4.0
4537|1|5.0
4539|1|5.0
4548|1|4.0
4554|1|3.0
4556|1|4.5
4558|1|4.0
4563|1|4.0
4565|1|4.0
4568|1|5.0
4570|1|4.5
4574|1|5.0
4575|1|4.0
4579|1|4.5
4580|1|3.5
4581|1|4.0
4582|1|4.0
4586|1|4.5
4587|1|2.5
4590|1|1.5
4594|1|2.0
4596|1|4.0
4600|1|5.0
4602|1|4.0
4603|1|4.0
4604|1|2.0
4605|1|4.0
