movieId|title|rating_mean
135|Down Periscope (1996)|2.973404255319149
136|From the Journals of Jean Seberg (1995)|2.5
137|Man of the Year (1995)|2.7916666666666665
138|Neon Bible, The (1995)|2.5
139|Target (1995)|3.0
140|Up Close and Personal (1996)|3.3743455497382198
141|Birdcage, The (1996)|3.5068783068783067
142|Shadows (Cienie) (1988)|2.0
143|Gospa (1995)|
144|Brothers McMullen, The (1995)|3.411764705882353
145|Bad Boys (1995)|3.246987951807229
146|Amazing Panda Adventure, The (1995)|2.857142857142857
147|Basketball Diaries, The (1995)|3.590062111801242
148|Awfully Big Adventure, An (1995)|2.727272727272727
149|Amateur (1994)|3.909090909090909
150|Apollo 13 (1995)|3.8824369347929557
151|Rob Roy (1995)|3.5413533834586466
152|Addiction, The (1995)|2.9285714285714284
153|Batman Forever (1995)|2.9173758865248227
154|Beauty of the Day (Belle de jour) (1967)|3.74
155|Beyond Rangoon (1995)|3.2758620689655173
156|Blue in the Face (1995)|3.4838709677419355
157|Canadian Bacon (1995)|2.8398058252427183
158|Casper (1995)|2.9883093525179856
159|Clockers (1995)|3.523529411764706
160|Congo (1995)|2.627467105263158
161|Crimson Tide (1995)|3.7597014925373133
162|Crumb (1994)|3.984513274336283
163|Desperado (1995)|3.4362903225806454
164|Devil in a Blue Dress (1995)|3.4005524861878453
165|Die Hard: With a Vengeance (1995)|3.4955991875423154
166|Doom Generation, The (1995)|2.3157894736842106
167|Feast of July (1995)|2.0
168|First Knight (1995)|3.1429906542056076
169|Free Willy 2: The Adventure Home (1995)|2.3785714285714286
170|Hackers (1995)|3.1731343283582087
171|Jeffrey (1995)|3.51
172|Johnny Mnemonic (1995)|2.725177304964539
173|Judge Dredd (1995)|2.5975975975975976
174|Jury Duty (1995)|2.264367816091954
175|Kids (1995)|3.4419889502762433
176|Living in Oblivion (1995)|3.9036144578313254
177|Lord of Illusions (1995)|2.845360824742268
178|Love & Human Remains (1993)|3.7
179|Mad Love (1995)|2.5869565217391304
180|Mallrats (1995)|3.5787037037037037
181|Mighty Morphin Power Rangers: The Movie (1995)|1.9075630252100841
182|Moonlight and Valentino (1995)|3.25
183|Mute Witness (1994)|3.5142857142857142
184|Nadja (1994)|3.111111111111111
185|Net, The (1995)|3.1417165668662674
186|Nine Months (1995)|2.98619957537155
187|Party Girl (1995)|3.1818181818181817
188|Prophecy, The (1995)|3.3389830508474576
189|Reckless (1995)|3.0476190476190474
190|Safe (1995)|3.6341463414634148
191|Scarlet Letter, The (1995)|2.6666666666666665
192|The Show (1995)|3.3333333333333335
193|Showgirls (1995)|2.227409638554217
194|Smoke (1995)|3.7954545454545454
195|Something to Talk About (1995)|3.2185185185185183
196|Species (1995)|2.850828729281768
197|Stars Fell on Henrietta, The (1995)|2.5
198|Strange Days (1995)|3.4526462395543174
199|Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)|3.902173913043478
200|Tie That Binds, The (1995)|2.923076923076923
201|Three Wishes (1995)|3.026315789473684
202|Total Eclipse (1995)|3.272727272727273
203|To Wong Foo, Thanks for Everything! Julie Newmar (1995)|3.11353711790393
204|Under Siege 2: Dark Territory (1995)|2.950413223140496
205|Unstrung Heroes (1995)|3.490740740740741
206|Unzipped (1995)|3.2804878048780486
207|Walk in the Clouds, A (1995)|3.4072398190045248
208|Waterworld (1995)|2.870748299319728
209|White Man's Burden (1995)|2.82
210|Wild Bill (1995)|3.0833333333333335
211|Browning Version, The (1994)|3.3958333333333335
212|Bushwhacked (1995)|2.4782608695652173
213|Burnt by the Sun (Utomlyonnye solntsem) (1994)|3.9166666666666665
214|Before the Rain (Pred dozhdot) (1994)|4.122222222222222
215|Before Sunrise (1995)|3.8152542372881357
216|Billy Madison (1995)|3.179746835443038
217|Babysitter, The (1995)|2.597826086956522
218|Boys on the Side (1995)|3.268292682926829
219|Cure, The (1995)|3.5555555555555554
220|Castle Freak (1995)|2.6153846153846154
222|Circle of Friends (1995)|3.5796812749003983
223|Clerks (1994)|3.8347826086956522
224|Don Juan DeMarco (1995)|3.5434782608695654
225|Disclosure (1994)|3.3366141732283463
226|Dream Man (1995)|4.0
227|Drop Zone (1994)|3.015625
228|Destiny Turns on the Radio (1995)|2.9473684210526314
229|Death and the Maiden (1994)|3.505
230|Dolores Claiborne (1995)|3.6688102893890675
231|Dumb & Dumber (Dumb and Dumber) (1994)|2.9333795975017347
232|Eat Drink Man Woman (Yin shi nan nu) (1994)|4.02991452991453
233|Exotica (1994)|3.538135593220339
234|Exit to Eden (1994)|2.7384615384615385
235|Ed Wood (1994)|3.669558359621451
236|French Kiss (1995)|3.3827037773359843
237|Forget Paris (1995)|3.264705882352941
238|Far From Home: The Adventures of Yellow Dog (1995)|3.0853658536585367
239|Goofy Movie, A (1995)|3.079754601226994
240|Hideaway (1995)|2.696969696969697
241|Fluke (1995)|3.0
242|Farinelli: il castrato (1994)|3.4270833333333335
243|Gordy (1995)|2.8863636363636362
244|Gumby: The Movie (1995)|2.6785714285714284
245|The Glass Shield (1994)|3.090909090909091
246|Hoop Dreams (1994)|3.942080378250591
247|Heavenly Creatures (1994)|3.8198051948051948
248|Houseguest (1994)|3.0072992700729926
249|Immortal Beloved (1994)|3.619047619047619
250|Heavyweights (Heavy Weights) (1995)|3.0918367346938775
251|Hunted, The (1995)|3.0384615384615383
252|I.Q. (1994)|3.2024608501118568
253|Interview with the Vampire: The Vampire Chronicles (1994)|3.48582995951417
254|Jefferson in Paris (1995)|2.9722222222222223
255|Jerky Boys, The (1995)|2.521276595744681
256|Junior (1994)|2.6992574257425743
257|Just Cause (1995)|3.3919753086419755
258|Kid in King Arthur's Court, A (1995)|2.78125
259|Kiss of Death (1995)|2.9555555555555557
260|Star Wars: Episode IV - A New Hope (1977)|4.1011600136472195
261|Little Women (1994)|3.6340579710144927
262|Little Princess, A (1995)|3.8048780487804876
263|Ladybird Ladybird (1994)|3.8181818181818183
264|Enfer, L' (1994)|3.3333333333333335
265|Like Water for Chocolate (Como agua para chocolate) (1992)|3.9141630901287554
266|Legends of the Fall (1994)|3.5280054644808745
267|Major Payne (1995)|2.9319526627218937
268|Little Odessa (1994)|3.4
269|My Crazy Life (Mi vida loca) (1993)|3.5277777777777777
270|Love Affair (1994)|3.25
271|Losing Isaiah (1995)|3.4239130434782608
272|Madness of King George, The (1994)|3.687301587301587
273|Mary Shelley's Frankenstein (Frankenstein) (1994)|3.154434250764526
274|Man of the House (1995)|2.9361702127659575
275|Mixed Nuts (1994)|2.7384615384615385
276|Milk Money (1994)|2.9107142857142856
277|Miracle on 34th Street (1994)|3.364130434782609
278|Miami Rhapsody (1995)|3.009433962264151
279|My Family (1995)|3.972972972972973
280|Murder in the First (1995)|3.751196172248804
281|Nobody's Fool (1994)|3.5120481927710845
282|Nell (1994)|3.436147186147186
283|New Jersey Drive (1995)|3.0
284|New York Cop (Ny?? Y??ku no koppu) (1993)|3.0
285|Beyond Bedlam (1993)|2.2
286|Nemesis 2: Nebula (1995)|1.9
287|Nina Takes a Lover (1994)|3.0588235294117645
288|Natural Born Killers (1994)|3.2110894941634243
289|Only You (1994)|3.3333333333333335
290|Once Were Warriors (1994)|3.9757575757575756
292|Outbreak (1995)|3.404636920384952
293|L??on: The Professional (a.k.a. The Professional) (L??on) (1994)|4.098728246318608
294|Perez Family, The (1995)|3.1904761904761907
295|Pyromaniac's Love Story, A (1995)|2.973684210526316
296|Pulp Fiction (1994)|4.182416617905208
297|Panther (1995)|3.142857142857143
298|Pushing Hands (Tui shou) (1992)|3.875
299|Priest (1994)|3.6292134831460676
300|Quiz Show (1994)|3.6619047619047618
301|Picture Bride (Bijo photo) (1994)|3.675
302|Queen Margot (Reine Margot, La) (1994)|3.676470588235294
303|Quick and the Dead, The (1995)|3.0161870503597124
304|Roommates (1995)|3.3666666666666667
305|Ready to Wear (Pret-A-Porter) (1994)|2.5880281690140845
306|Three Colors: Red (Trois couleurs: Rouge) (1994)|4.086038961038961
307|Three Colors: Blue (Trois couleurs: Bleu) (1993)|3.9474708171206228
308|Three Colors: White (Trzy kolory: Bialy) (1994)|3.962121212121212
309|Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)|3.8333333333333335
310|Rent-a-Kid (1995)|2.9
311|Relative Fear (1994)|2.5
312|Stuart Saves His Family (1995)|2.5306122448979593
313|Swan Princess, The (1994)|3.1076923076923078
314|Secret of Roan Inish, The (1994)|3.9066265060240966
315|Specialist, The (1994)|3.008695652173913
316|Stargate (1994)|3.3467561521252795
317|Santa Clause, The (1994)|3.2015895953757227
318|Shawshank Redemption, The (1994)|4.436066513761468
319|Shallow Grave (1994)|3.7491961414790995
320|Suture (1993)|3.625
321|Strawberry and Chocolate (Fresa y chocolate) (1993)|3.6184210526315788
322|Swimming with Sharks (1995)|3.840909090909091
324|Sum of Us, The (1994)|3.66
325|National Lampoon's Senior Trip (1995)|2.715686274509804
326|To Live (Huozhe) (1994)|4.138297872340425
327|Tank Girl (1995)|2.7946127946127945
328|Tales from the Crypt Presents: Demon Knight (1995)|3.4065420560747666
329|Star Trek: Generations (1994)|3.339350180505415
330|Tales from the Hood (1995)|2.742424242424242
331|Tom & Viv (1994)|3.340909090909091
332|Village of the Damned (1995)|2.8275862068965516
333|Tommy Boy (1995)|3.3525390625
334|Vanya on 42nd Street (1994)|3.8444444444444446
335|Underneath (1995)|3.2333333333333334
336|Walking Dead, The (1995)|3.2941176470588234
337|What's Eating Gilbert Grape (1993)|3.7206076618229855
338|Virtuosity (1995)|2.938888888888889
339|While You Were Sleeping (1995)|3.5442043222003927
340|War, The (1994)|3.5128205128205128
341|Double Happiness (1994)|3.5294117647058822
342|Muriel's Wedding (1994)|3.520876826722338
343|Baby-Sitters Club, The (1995)|2.8658536585365852
344|Ace Ventura: Pet Detective (1994)|2.9418257756563246
345|Adventures of Priscilla, Queen of the Desert, The (1994)|3.625
346|Backbeat (1993)|3.3974358974358974
347|Bitter Moon (1992)|3.5153846153846153
348|Bullets Over Broadway (1994)|3.623456790123457
349|Clear and Present Danger (1994)|3.6512605042016806
350|Client, The (1994)|3.481845688350983
351|Corrina, Corrina (1994)|3.377483443708609
352|Crooklyn (1994)|3.5096153846153846
353|Crow, The (1994)|3.585243553008596
354|Cobb (1994)|3.2211538461538463
355|Flintstones, The (1994)|2.4716748768472905
356|Forrest Gump (1994)|4.057987492893689
357|Four Weddings and a Funeral (1994)|3.5866108786610877
358|Higher Learning (1995)|3.4277777777777776
359|I Like It Like That (1994)|3.3181818181818183
360|I Love Trouble (1994)|2.769230769230769
361|It Could Happen to You (1994)|3.338235294117647
362|Jungle Book, The (1994)|3.4088145896656536
363|Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)|4.161290322580645
364|Lion King, The (1994)|3.8461538461538463
365|Little Buddha (1993)|3.017857142857143
366|Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)|3.0225563909774436
367|Mask, The (1994)|3.181
368|Maverick (1994)|3.431318681318681
369|Mrs. Parker and the Vicious Circle (1994)|3.392857142857143
370|Naked Gun 33 1/3: The Final Insult (1994)|3.0016806722689076
371|Paper, The (1994)|3.32972972972973
372|Reality Bites (1994)|3.2223926380368098
373|Red Rock West (1992)|3.7050359712230216
374|Richie Rich (1994)|2.5368663594470044
375|Safe Passage (1994)|3.3
376|River Wild, The (1994)|3.325
377|Speed (1994)|3.515925315760571
378|Speechless (1994)|3.2616822429906542
379|Timecop (1994)|2.723360655737705
380|True Lies (1994)|3.537506745817593
381|When a Man Loves a Woman (1994)|3.392857142857143
382|Wolf (1994)|2.963519313304721
383|Wyatt Earp (1994)|3.170103092783505
384|Bad Company (1995)|2.870967741935484
385|Man of No Importance, A (1994)|3.0
386|S.F.W. (1994)|2.7333333333333334
387|Low Down Dirty Shame, A (1994)|2.732142857142857
388|Boys Life (1995)|3.4375
389|Colonel Chabert, Le (1994)|3.8333333333333335
390|Faster Pussycat! Kill! Kill! (1965)|3.473684210526316
391|Jason's Lyric (1994)|3.4285714285714284
392|Secret Adventures of Tom Thumb, The (1993)|3.7857142857142856
393|Street Fighter (1994)|1.9333333333333333
394|Coldblooded (1995)|3.5
395|Desert Winds (1995)|3.0
396|Fall Time (1995)|1.0
397|Fear, The (1995)|2.5
398|Frank and Ollie (1995)|
399|Girl in the Cadillac (1995)|
400|Homage (1995)|1.5
401|Mirage (1995)|2.5
402|Open Season (1996)|2.0
403|Two Crimes (Dos cr?¡menes) (1995)|
404|Brother Minister: The Assassination of Malcolm X (1994)|5.0
405|Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)|2.4885496183206106
406|Federal Hill (1994)|4.0
407|In the Mouth of Madness (1995)|3.4887640449438204
408|8 Seconds (1994)|3.25
409|Above the Rim (1994)|3.34375
410|Addams Family Values (1993)|3.0095057034220534
411|Martin Lawrence: You So Crazy (1994)|4.5
412|Age of Innocence, The (1993)|3.5208333333333335
413|Airheads (1994)|2.7868852459016393
414|Air Up There, The (1994)|2.7653061224489797
415|Another Stakeout (1993)|2.84765625
416|Bad Girls (1994)|2.9615384615384617
417|Barcelona (1994)|3.55859375
418|Being Human (1993)|2.9166666666666665
419|Beverly Hillbillies, The (1993)|2.539473684210526
420|Beverly Hills Cop III (1994)|2.7979397781299524
421|Black Beauty (1994)|3.3968253968253967
422|Blink (1994)|3.306122448979592
423|Blown Away (1994)|3.095744680851064
424|Blue Chips (1994)|2.7333333333333334
425|Blue Sky (1994)|3.4473684210526314
426|Body Snatchers (1993)|3.1796875
427|Boxing Helena (1993)|2.6486486486486487
428|Bronx Tale, A (1993)|3.8205741626794256
429|Cabin Boy (1994)|2.3
430|Calendar Girl (1993)|2.6666666666666665
431|Carlito's Way (1993)|3.708436724565757
432|City Slickers II: The Legend of Curly's Gold (1994)|2.726325757575758
433|Clean Slate (1994)|2.8529411764705883
434|Cliffhanger (1993)|3.0606361829025843
435|Coneheads (1993)|2.568259385665529
436|Color of Night (1994)|2.608695652173913
437|Cops and Robbersons (1994)|2.7432432432432434
438|Cowboy Way, The (1994)|2.803921568627451
439|Dangerous Game (1993)|0.5
440|Dave (1993)|3.610137672090113
441|Dazed and Confused (1993)|3.674041297935103
442|Demolition Man (1993)|3.106060606060606
443|Endless Summer 2, The (1994)|3.45
444|Even Cowgirls Get the Blues (1993)|2.5121951219512195
445|Fatal Instinct (1993)|2.93125
446|Farewell My Concubine (Ba wang bie ji) (1993)|3.794701986754967
447|Favor, The (1994)|2.8461538461538463
448|Fearless (1993)|3.538095238095238
449|Fear of a Black Hat (1994)|3.0441176470588234
450|With Honors (1994)|3.38671875
451|Flesh and Bone (1993)|3.1153846153846154
452|Widows' Peak (1994)|3.546511627906977
453|For Love or Money (1993)|3.102272727272727
454|Firm, The (1993)|3.529680365296804
455|Free Willy (1993)|2.6944444444444446
456|Fresh (1994)|3.825
457|Fugitive, The (1993)|3.997448979591837
458|Geronimo: An American Legend (1993)|3.227272727272727
459|Getaway, The (1994)|2.7738095238095237
460|Getting Even with Dad (1994)|2.364864864864865
461|Go Fish (1994)|3.2777777777777777
462|Good Man in Africa, A (1994)|2.142857142857143
463|Guilty as Sin (1993)|2.933333333333333
464|Hard Target (1993)|2.8615384615384616
465|Heaven & Earth (1993)|2.8518518518518516
466|Hot Shots! Part Deux (1993)|2.8977900552486187
467|Live Nude Girls (1995)|3.347826086956522
468|Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)|3.3020833333333335
469|House of the Spirits, The (1993)|3.2
470|House Party 3 (1994)|2.1944444444444446
471|Hudsucker Proxy, The (1994)|3.6358811040339702
472|I'll Do Anything (1994)|2.923076923076923
473|In the Army Now (1994)|2.3275862068965516
474|In the Line of Fire (1993)|3.7132998745294854
475|In the Name of the Father (1993)|3.9346153846153844
476|Inkwell, The (1994)|3.5
477|What's Love Got to Do with It? (1993)|3.5597826086956523
478|Jimmy Hollywood (1994)|2.0
479|Judgment Night (1993)|2.780701754385965
480|Jurassic Park (1993)|3.6874316939890712
481|Kalifornia (1993)|3.303738317757009
482|Killing Zoe (1994)|3.518348623853211
483|King of the Hill (1993)|3.9166666666666665
484|Lassie (1994)|2.658536585365854
485|Last Action Hero (1993)|2.8089005235602094
486|Life with Mikey (1993)|2.94
487|Lightning Jack (1994)|2.6
488|M. Butterfly (1993)|3.40625
489|Made in America (1993)|2.706140350877193
490|Malice (1993)|3.353846153846154
491|Man Without a Face, The (1993)|3.4638297872340424
492|Manhattan Murder Mystery (1993)|3.657142857142857
493|Menace II Society (1993)|3.6193548387096772
494|Executive Decision (1996)|3.411042944785276
495|In the Realm of the Senses (Ai no corrida) (1976)|2.980769230769231
496|What Happened Was... (1994)|3.1818181818181817
497|Much Ado About Nothing (1993)|3.854895104895105
498|Mr. Jones (1993)|3.1363636363636362
499|Mr. Wonderful (1993)|2.6470588235294117
500|Mrs. Doubtfire (1993)|3.412326961107449
501|Naked (1993)|3.647887323943662
502|Next Karate Kid, The (1994)|2.3066298342541436
503|New Age, The (1994)|3.5
504|No Escape (1994)|3.0217391304347827
505|North (1994)|2.5689655172413794
506|Orlando (1992)|3.696078431372549
507|Perfect World, A (1993)|3.5503355704697985
508|Philadelphia (1993)|3.824800910125142
509|Piano, The (1993)|3.660740740740741
510|Poetic Justice (1993)|2.7976190476190474
511|Program, The (1993)|3.00625
512|Puppet Masters, The (1994)|2.9693877551020407
513|Radioland Murders (1994)|2.9565217391304346
514|Ref, The (1994)|3.5047619047619047
515|Remains of the Day, The (1993)|3.890330188679245
516|Renaissance Man (1994)|3.04
517|Rising Sun (1993)|3.217391304347826
518|Road to Wellville, The (1994)|2.627659574468085
519|RoboCop 3 (1993)|2.244131455399061
520|Robin Hood: Men in Tights (1993)|3.1129568106312293
521|Romeo Is Bleeding (1993)|3.1357142857142857
522|Romper Stomper (1992)|3.656862745098039
523|Ruby in Paradise (1993)|3.793103448275862
524|Rudy (1993)|3.5876132930513593
525|Saint of Fort Washington, The (1993)|3.6666666666666665
526|Savage Nights (Nuits fauves, Les) (1992)|3.5
527|Schindler's List (1993)|4.2760314341846755
528|Scout, The (1994)|2.7564102564102564
529|Searching for Bobby Fischer (1993)|3.8495260663507107
530|Second Best (1994)|
531|Secret Garden, The (1993)|3.453020134228188
532|Serial Mom (1994)|2.9405737704918034
533|Shadow, The (1994)|2.954861111111111
534|Shadowlands (1993)|4.023255813953488
535|Short Cuts (1993)|3.7533632286995515
536|Simple Twist of Fate, A (1994)|3.4305555555555554
537|Sirens (1994)|3.047794117647059
538|Six Degrees of Separation (1993)|3.7653061224489797
539|Sleepless in Seattle (1993)|3.5547504025764893
540|Sliver (1993)|2.6923076923076925
541|Blade Runner (1982)|4.130463144161775
542|Son in Law (1993)|2.8766233766233764
543|So I Married an Axe Murderer (1993)|3.2739307535641546
544|Striking Distance (1993)|2.9444444444444446
546|Super Mario Bros. (1993)|2.0822784810126582
547|Surviving the Game (1994)|2.675675675675676
548|Terminal Velocity (1994)|2.981132075471698
549|Thirty-Two Short Films About Glenn Gould (1993)|3.9411764705882355
550|Threesome (1994)|3.1564625850340136
551|Nightmare Before Christmas, The (1993)|3.725997842502697
552|Three Musketeers, The (1993)|3.3478682170542635
553|Tombstone (1993)|3.702599388379205
554|Trial by Jury (1994)|3.25
555|True Romance (1993)|3.7878315132605302
556|War Room, The (1993)|3.9347826086956523
558|Pagemaster, The (1994)|2.625
559|Paris, France (1993)|3.75
560|Beans of Egypt, Maine, The (1994)|4.0
561|Killer (Bulletproof Heart) (1994)|3.125
562|Welcome to the Dollhouse (1995)|3.7755102040816326
563|Germinal (1993)|3.466666666666667
564|Chasers (1994)|2.5588235294117645
565|Cronos (1993)|3.619047619047619
566|Naked in New York (1994)|2.8125
567|Kika (1993)|3.0
568|Bhaji on the Beach (1993)|2.923076923076923
569|Little Big League (1994)|3.0064102564102564
570|Slingshot, The (K?Ñdisbellan) (1993)|3.2777777777777777
571|Wedding Gift, The (1994)|3.4
572|Foreign Student (1994)|
573|Ciao, Professore! (Io speriamo che me la cavo) (1992)|3.6
574|Spanking the Monkey (1994)|3.29
575|Little Rascals, The (1994)|3.0669291338582676
576|Fausto (1993)|3.0
577|Andre (1994)|2.875
579|Escort, The (Scorta, La) (1993)|3.0
580|Princess Caraboo (1994)|3.433333333333333
581|Celluloid Closet, The (1995)|3.9913793103448274
582|M??tisse (Caf?? au Lait) (1993)|3.0
583|Dear Diary (Caro Diario) (1994)|3.642857142857143
584|I Don't Want to Talk About It (De eso no se habla) (1993)|3.0
585|Brady Bunch Movie, The (1995)|2.684331797235023
586|Home Alone (1990)|3.1182246661429693
587|Ghost (1990)|3.4518259518259518
588|Aladdin (1992)|3.6908136482939633
589|Terminator 2: Judgment Day (1991)|3.9398450244698204
590|Dances with Wolves (1990)|3.7652455477603888
591|Tough and Deadly (1995)|2.0
592|Batman (1989)|3.4048478597215057
593|Silence of the Lambs, The (1991)|4.131546327858692
594|Snow White and the Seven Dwarfs (1937)|3.574468085106383
595|Beauty and the Beast (1991)|3.710121716848174
596|Pinocchio (1940)|3.5
597|Pretty Woman (1990)|3.434954007884363
598|Window to Paris (Okno v Parizh) (1994)|3.5
599|Wild Bunch, The (1969)|3.8384615384615386
600|Love and a .45 (1994)|3.466666666666667
601|Wooden Man's Bride, The (Yan shen) (1994)|3.0
602|Great Day in Harlem, A (1994)|3.8333333333333335
603|Bye Bye, Love (1995)|3.0925925925925926
604|Criminals (1996)|4.0
605|One Fine Day (1996)|3.26953125
